,Hotel Names,Rating,Stars,Location,Center Distance,Price,Description
209,Inside Barcelona Apartments Sants,"8,6",4,Sants,2.9,1.300,"Estos apartamentos de 1 a 3 dormitorios están situados en el barrio de Sants, cerca del parque Joan Miro y de Arenas de Barcelona. Es un punto de partida perfecto para explorar la ciudad, a pocos pasos de la estación de metro y tren.

Todas las habitaciones del Inside Barcelona Apartments Sants cuentan con aire acondicionado, zonas de estar independientes, wifi gratuita, juego de toallas y caja fuerte. La cocina está equipada con cafetera Nespresso.

La prioridad del establecimiento es adaptarse a las necesidades de los huéspedes, tanto si viajan por trabajo como por placer, solos o en pareja, con o sin niños."
210,Hotel Lugano Barcelona,"8,7",3,Eixample,1.8,1.241,"El Lugano se encuentra en la avenida del Paralelo, a 500 metros del recinto ferial FIRA de la plaza España y de las estaciones de metro y ferrocarril. Dispone de recepción 24 horas y ofrece wifi gratuita.

Todas las habitaciones del Lugano tienen aire acondicionado y decoración sencilla. Dispone de TV de pantalla plana, minibar y baño privado con artículos de aseo gratuitos.

En el bar restaurante del Lugano se sirve desayuno buffet. Se pueden encontrar restaurantes en el barrio Gótico de Barcelona y a lo largo de Las Ramblas, a 20 minutos a pie. La estación de metro Drassanes, al final de Las Ramblas, también está a solo 2 paradas de la estación de metro Poble Sec.

Las habitaciones están en la fachada principal y ofrecen vistas a la avenida del Paralelo. Dispone de 2 camas y 1 cama supletoria para alojar a una tercera persona.

El parque de Montjuïc, el Museo MNAC y el Pueblo Español están a menos de 1 km del hotel. El antiguo puerto de la ciudad está a solo 2 km."
211,Catalonia Avinyo,"8,6",3,Ciutat Vella,0.8,1.587,"El Catalonia Avinyo está ubicado en el centro de Barcelona, a 200 metros de Las Ramblas, y cuenta con gimnasio y piscina en la azotea. Ofrece habitaciones elegantes con aire acondicionado, TV vía satélite y WiFi gratuita.

Las habitaciones presentan una decoración moderna y minimalista con fotografías de gran tamaño en las paredes. Incluyen minibar, caja fuerte y teléfono. Todas las habitaciones del hotel están equipadas con Smart TV con dispositivo Chromecast. El baño es moderno y tiene ducha y secador de pelo.

El Hotel Catalonia Avinyo se encuentra a 15 minutos a pie de la playa de la Barceloneta. Las estaciones de metro Liceu y Jaume I quedan a solo 300 metros. La catedral de Barcelona se halla a 4 minutos a pie.

El hotel Avinyo está situado en una zona céntrica, cerca de numerosas tiendas, bares y restaurantes. El personal del mostrador de información turística presta un servicio de alquiler de coches y bicicletas."
212,Axel Hotel Barcelona - Adults Only,"8,1",4,Eixample,0.8,1.493,"La zona que rodea el Hotel Axel Barcelona es conocida como el Gay-xample, por su animado ambiente gay. El personal conoce bien el ambiente gay local y el hotel es hetero friendly.

Este hotel de diseño ofrece WiFi gratuita en todas las instalaciones y se encuentra cerca de las tiendas exclusivas del paseo de Gracia. Además, el establecimiento Axel Hotel dispone de un spa de 500 m² con piscina de hidromasaje y saunas, además de habitaciones modernas con TV de pantalla plana con canales vía satélite.

El sky bar del hotel Axel cuenta con piscina grande, terraza con bañera de hidromasaje y bar de cócteles. Se celebran fiestas, exposiciones de arte y espectáculos.

El establecimiento Axel Hotel Barcelona & Urban Spa está bien comunicado con las Ramblas, el Museo Picasso y el Barrio Gótico. Este hotel ocupa un bonito edificio del siglo XIX."
213,Exe Plaza Catalunya,"8,4",4,Eixample,0.2,1.541,"Exe Plaza Catalunya es un alojamiento con una buena ubicación en Barcelona que ofrece terraza, wifi gratis y habitaciones con aire acondicionado. Este hotel de 4 estrellas ofrece servicio de conserjería y mostrador de información turística. Este alojamiento libre de humo se encuentra a 2,7 km de Platja de Sant Miquel.

En el hotel, todas las habitaciones cuentan con escritorio. Todas las unidades incluyen caja fuerte.

En Exe Plaza Catalunya se puede disfrutar de un desayuno buffet o sin gluten.

En la recepción 24 horas se habla catalán, inglés, español y francés, y el personal está siempre dispuesto a echar una mano.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Portal del Ángel y Mercado de la Boquería. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
214,Hotel Arconte,"7,6",4,Eixample,1.4,1.601,"Situated 350 metres from Paseo de Gracia Boulevard, Hotel Arconte is an eco-friendly hotel with a small outdoor pool, sauna and terrace. Provença Train Station is 200 metres away.

The Hotel Arconte's air-conditioned rooms feature elegant white décor and various mirrors. They offer free WiFi, and LCD TVs in the bedroom and bathroom. Bathrooms also include a bathrobes and slippers.

The Hotel Arconte offers a spacious reception area with a lobby bar.

You will find shopping areas nearby.

Diagonal Metro Station is within 400 metres of Hotel Arconte. Gaudi’s Casa Milà and the popular Gràcia district can be reached in an 8-minute walk."
215,Catalonia Gran Via BCN,"8,8",4,Eixample,0.9,1.563,"El Catalonia Gran Via BCN se encuentra en Gran Vía, a 5 minutos a pie de las estaciones de metro de Urgell y Universitat y junto a la parada de autobús del aeropuerto. Además, hay piscina al aire libre, gimnasio y WiFi gratuita.

Las habitaciones del Catalonia Gran Via BCN son modernas y presentan una temática inspirada en diferentes ciudades y viajes aéreos. Todas cuentan con TV vía satélite de pantalla plana y soporte para iPod.

El Catalonia Gran Via BCN sirve el desayuno, mientras que el Gourmet Corner ofrece opciones a la carta.

La plaza de Cataluña y las Ramblas se encuentran a 10 minutos a pie. La plaza de España, la Fuente Mágica y la FIRA están a solo 2 paradas desde la estación de metro de Urgell."
216,Lumine Luxury Suites by Gaiarooms,"7,2",3,Eixample,1.2,1.003,"Lumine Luxury Suites by Gaiarooms se encuentra en el centro de Barcelona, a 10 min a pie de Casa Batlló, ydispone de habitaciones con aire acondicionado y wifi gratis. Cerca hay lugares de interés populares como Estación de metro Passeig de Gràcia, Paseo de Gracia y Teatro Tívoli. Este alojamiento hipoalergénico está a 16 min a pie de Plaza Cataluña.

Todas las habitaciones de este alojamiento están equipadas con zona de estar y TV de pantalla plana. El baño privado está equipado con ducha, artículos de aseo gratuitos y secador de pelo. En el hostal o pensión, las habitaciones incluyen ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como La Pedrera, Portal del Ángel y Mercado de la Boquería. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
217,Catalonia Passeig de Gràcia 4* Sup,"9,1",4,Eixample,0.35,1.948,"El Catalonia Passeig de Gràcia 4* Sup se encuentra en Barcelona, junto al paseo de Gracia, y ofrece piscina al aire libre, gimnasio gratuito, terraza, WiFi gratuita y aparcamiento privado de pago.

Todas las habitaciones del Catalonia Passeig de Gràcia 4* Sup incluyen Smart TV con aplicación Chromecast.

El restaurante sirve cocina mediterránea y una selección de platos del menú Gourmet Corner. Se preparan menús sin gluten bajo petición.

También hay un gastrobar y un bar con carta de cócteles. El establecimiento cuenta con estación de carga para vehículos eléctricos.

El alojamiento está situado a 500 metros de la Casa Batlló de Gaudí, a 200 metros de la estación de metro Passeig de Gràcia, a 13 minutos a pie de La Pedrera y a 7 minutos a pie del Palau de la Música Catalana. El alojamiento está ubicado a 350 metros de la parada del autobús del aeropuerto.

El establecimiento se halla a 350 metros de la plaza Catalunya, donde paran los autobuses del aeropuerto."
218,Hostal Centric,"8,9",4,Eixample,0.8,1.246,"El Hostal Cèntric goza de una ubicación céntrica y dispone de WiFi gratuita, recepción las 24 horas, consigna de equipaje gratuita y caja fuerte gratuita. El establecimiento está a 400 metros de la plaza de la Universidad de Barcelona y a 10 minutos a pie de la Rambla.

Las habitaciones del Hostal Cèntric cuentan con aire acondicionado, baño privado con artículos de aseo gratuitos y secador de pelo, TV de pantalla plana y caja fuerte para ordenador portátil. Algunas tienen balcón. Hay terraza compartida con mesa y sillas. Se proporcionan toallas y ropa de cama.

En la zona hay varios restaurantes, tiendas y supermercados abiertos hasta tarde. Los bares de moda del distrito Raval y cerca de la estación de metro Sant Antoni están a 400 metros.

El Hostal Cèntric está a 400 metros de la estación de metro Universitat y a 6 minutos a pie del famoso Museo MACBA. El servicio regular de autobuses hacia el aeropuerto sale de la parada de autobús de Sepúlveda, a solo 400 metros. Hay aparcamiento público con descuento disponible en las inmediaciones."
219,Generator Barcelona,"7,7",1,Gracia,1.5,1.153,"El Generator Barcelona se encuentra a 500 metros de la moderna avenida Paseo de Gracia. Este albergue cuenta con recepción 24 horas, WiFi gratuita en las zonas comunes y habitaciones compartidas con taquillas privadas de uso gratuito.

El Generator Barcelona se halla a unos 5 minutos a pie de las estaciones de metro Diagonal y Verdaguer. El barrio de Gracia, situado a solo 200 metros, alberga numerosas boutiques y bares.

Tanto las habitaciones privadas como las habitaciones compartidas disponen de aire acondicionado y calefacción, así como tomas de corriente individuales y puntos de lectura individuales en cada cama. Las habitaciones compartidas solo para mujeres incluyen secador de pelo y otras comodidades.

El baño privado tiene lavabo y espejo. La ropa de cama está incluida. Las toallas pueden alquilarse en la recepción. Solo los huéspedes mayores de 18 años pueden alojarse en las habitaciones compartidas.

Se sirve un desayuno diario por un suplemento. El Generator Barcelona también cuenta con salón común y consigna de equipaje."
220,Bcn - Poble Nou,"7,1",,Sant Martí,3.2,1.342,"Bcn - Poble Nou está en Barcelona, a 8 min a pie de Playa de la Mar Bella y a 800 metros de Platja del Bogatell, y ofrece wifi gratis y aire acondicionado. Este apartamento está a 12 min a pie de Platja de la Nova Mar Bella y a 2,5 km de Port Olimpic.

El apartamento tiene 2 dormitorios, una cocina totalmente equipada con nevera y horno, y 1 baño con ducha y secador de pelo. Hay TV.

Sagrada Familia está a 3,4 km del alojamiento, y Santa María del Mar está a 3,7 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km."
221,Hostal Marenostrum,"8,3",2,Ciutat Vella,0.7,1.182,"Este establecimiento goza de una ubicación inmejorable en la emblemática Rambla y frente al teatro Liceu. Ofrece conexión gratuita a internet y un desayuno buffet.

El personal de la recepción del Marenostrum ofrece información turística. En los alrededores de la Rambla encontrará numerosos lugares de interés, como el animado mercado de la Boquería y la catedral.

Podrá pasear por la Rambla hasta la plaza de Cataluña viendo a los artistas callejeros y curioseando en los puestos de la calle. También podrá visitar las playas de Barcelona, situadas a poca distancia a pie.

Los alojamientos del Hostal Marenostrum están insonorizados y son funcionales y cómodos. Disponen de aire acondicionado, calefacción y baño con secador de pelo. Hay recepción 24 horas."
222,Hotel Acta Azul Barcelona,"8,3",3,Sants,2.5,1.454,"El Hotel Acta Azul Barcelona, ubicado junto a la plaza de España y a los pies de Montjuïc, ofrece un alojamiento elegante en el centro de Barcelona. Cuenta con terraza en la azotea, recepción 24 horas y WiFi gratuita.

Podrá llegar en metro a Las Ramblas y al Barrio Gótico de la ciudad en menos de 10 minutos. Allí encontrará diversos bares y restaurantes.

Las habitaciones del Azul son amplias, presentan una decoración muy colorida y tienen suelo de madera. Todas cuentan con aire acondicionado, TV vía satélite y escritorio.

El hotel se encuentra a 5 minutos a pie del centro de conferencias Fira de Barcelona y de la Fuente Mágica de la plaza de España. El parque de Montjuïc y el museo MNAC están a 1 km del hotel. Las Arenas, una plaza de toros convertida en centro comercial, está al lado."
223,Hotel Market,"7,6",3,Eixample,1.2,1.677,"El Hotel Market se encuentra en Barcelona, junto al mercado de San Antonio y ​​a 10 minutos a pie del Museo de Arte Contemporáneo MACBA. El establecimiento ofrece habitaciones elegantes con ducha de efecto lluvia y WiFi gratuita. También alberga un restaurante muy frecuentado.

Las habitaciones del Market Hotel presentan una decoración moderna y constan de vigas de madera oscura, paredes blancas y ventanas grandes. Todas las habitaciones incluyen baño privado. Algunas habitaciones cuentan con balcón o terraza.

El establecimiento se halla a 15 minutos a pie de la plaza de España y de la plaza Catalunya. Asimismo, el hotel está ubicado a unos 200 metros de la estación de metro Sant Antoni y a solo 2 minutos a pie de la parada del autobús que proporciona conexiones con el aeropuerto.

El restaurante del Market Hotel está especializado en platos de arroz y sirve una selección de platos de la cocina catalana moderna en un ambiente elegante."
224,Upper Diagonal,"8,8",4,Sarrià,4.0,1.653,"El Upper Diagonal se encuentra en el barrio barcelonés de Pedralbes y ​​ofrece alojamiento moderno con WiFi gratis y gimnasio a solo 1 km del Camp Nou.

Todas las habitaciones incluyen TV de pantalla plana y baño privado con artículos de aseo gratuitos y secador de pelo. Se ofrecen utensilios de planchado.

El hotel alberga un restaurante de cocina de temporada. Los huéspedes también podrán visitar otras tiendas y restaurantes en la avenida Diagonal, a solo 600 metros, y en el centro comercial L’Illa Diagonal.

El establecimiento cuenta con recepción 24 horas y servicio de alquiler de coches.

La Pedrera está a 3,3 km del Upper Diagonal, mientras que el Tibidabo se encuentra a 3,4 km. El aeropuerto de El Prat es el más cercano y está a 11 km del Upper Diagonal."
